Country,Year,Electricity_access,Adj_savCO2_damage,Exports,GDP_per_capita,Imports,Inflation,Primary_school_enrol,Secondary_school_enrol,Unemployment_rate_male,Unemployment_rate_women,Co2_prod_tonnes,Income_classification,Life_expectancy,Internet,Population,Regime_type,Rural_population,Urban_population,World_Regions
United Arab Emirates,2004,100,1.679087578,63.56772981,36333.18733,53.05488271,,,,,,111.802,High income,75.174,30.13129617,4068577,Closed Autocracy,18.129,81.871,Northern Africa and Western Asia
United Arab Emirates,2005,100,1.469638441,67.58531139,39365.45964,51.96756025,,,,2.5,7.1,114.477,High income,75.376,40,4588222,Closed Autocracy,17.738,82.262,Northern Africa and Western Asia
United Arab Emirates,2006,100,1.334947978,68.62779767,41907.42147,50.84287191,,,,,,121.737,High income,75.573,52,5300172,Closed Autocracy,17.352,82.648,Northern Africa and Western Asia
United Arab Emirates,2007,100,1.308214051,72.3840975,41809.46216,64.41405537,,101.5898285,,,,133.264,High income,75.767,61,6168846,Closed Autocracy,16.977,83.023,Northern Africa and Western Asia
United Arab Emirates,2008,100,1.318676622,78.8678887,44498.94051,69.64565532,12.25042024,,,,,153.969,High income,75.957,63,7089486,Closed Autocracy,16.613,83.387,Northern Africa and Western Asia
United Arab Emirates,2009,100,1.813072817,79.65331786,32024.19778,73.8086265,1.561813174,,,,,165.5,High income,76.145,64,7917368,Closed Autocracy,16.258,83.742,Northern Africa and Western Asia
United Arab Emirates,2010,100,1.563215161,82.24241809,33893.26387,61.63511375,0.877983288,,,,,155.977,High income,76.332,68,8549998,Closed Autocracy,15.913,84.087,Northern Africa and Western Asia
United Arab Emirates,2011,100,1.458039599,90.0765712,39194.67224,61.58938238,0.877346596,,,,,169.175,High income,76.521,78,8946778,Closed Autocracy,15.577,84.423,Northern Africa and Western Asia
United Arab Emirates,2012,100,1.820832666,100.2464956,40976.49075,64.0028524,0.6622689,99.9434433,,,,217.362,High income,76.711,84.9999915,9141598,Closed Autocracy,15.251,84.749,Northern Africa and Western Asia
United Arab Emirates,2013,100,1.826023432,100.5477884,42412.6395,64.72816489,1.101118364,98.66689301,,,,221.836,High income,76.903,88,9197908,Closed Autocracy,14.934,85.066,Northern Africa and Western Asia
United Arab Emirates,2014,100,1.884624481,99.56083028,43751.80565,68.9314775,2.346268657,103.0735168,,,,215.906,High income,77.095,90.4,9214182,Closed Autocracy,14.625,85.375,Northern Africa and Western Asia
United Arab Emirates,2015,100,1.88157875,100.8704802,38663.4005,74.35082733,4.069966084,111.5427628,,,,239.671,High income,77.285,90.5,9262896,Closed Autocracy,14.326,85.674,Northern Africa and Western Asia
United Arab Emirates,2016,100,2.0634089,101.0030139,38141.86713,75.74463412,1.617488089,108.6727066,95.34329224,1.1,4,228.583,High income,77.47,90.60000732,9360975,Closed Autocracy,14.035,85.965,Northern Africa and Western Asia
United Arab Emirates,2017,100,2.064810396,99.59493841,40644.79119,75.40941203,1.966825578,108.3970566,104.9479294,1.4,6.8,186.623,High income,77.647,94.81992254,9487206,Closed Autocracy,13.752,86.248,Northern Africa and Western Asia
United Arab Emirates,2018,100,2.035783486,93.0481228,43839.32449,66.68065074,3.068633793,,,1.3,5.9,188.541,High income,77.814,98.45000178,9630966,Closed Autocracy,13.478,86.522,Northern Africa and Western Asia
Argentina,2000,95.44536591,0.953868911,10.98637523,7708.099115,11.63606955,,115.6941299,95.93660736,14.1,16.4,142.358,Upper-middle income,,,,Electoral Democracy,10.858,,Latin America and Caribbean
Argentina,2001,95.51106347,0.994073415,11.57900808,7208.373114,10.27324737,,116.2501678,96.84546661,17.4,17.2,134.004,Upper-middle income,73.755,9.780807285,37275644,Electoral Democracy,10.671,89.329,Latin America and Caribbean
Argentina,2002,96.04728699,2.709120427,28.382597,2593.404563,13.37012736,,116.7984314,95.89910126,20.1,18.8,124.392,Upper-middle income,73.932,10.88212438,37681743,Electoral Democracy,10.49,89.51,Latin America and Caribbean
Argentina,2003,96.33463287,2.314807684,25.93094293,3349.8063,14.7138051,,114.4946671,94.96169281,13.7,17.5,134.631,Upper-middle income,74.107,11.91369655,38087866,Electoral Democracy,10.314,89.686,Latin America and Caribbean
Argentina,2004,96.61134338,2.372699774,23.84761942,4277.721573,16.84502668,,115.8060532,94.50717163,11.8,15.7,157.043,Upper-middle income,74.28,16.03668411,38491970,Electoral Democracy,10.14,89.86,Latin America and Caribbean
Argentina,2005,96.87638855,2.138218017,23.24587673,5109.852245,17.30539424,,115.2991486,92.76067352,10,13.5,161.434,Upper-middle income,74.451,17.72058337,38892924,Electoral Democracy,9.969,90.031,Latin America and Caribbean
Argentina,2006,97.13230133,1.909845525,23.0266946,5919.012338,17.40678527,,117.2033005,91.81352997,8.4,12.3,174.609,Upper-middle income,74.62,20.9272021,39289876,Electoral Democracy,9.8,90.2,Latin America and Caribbean
Argentina,2007,97.38516998,1.608181851,22.66275031,7245.446857,18.28242031,,118.0511093,91.91613007,,,174.246,Upper-middle income,74.787,25.94663294,39684303,Electoral Democracy,9.634,90.366,Latin America and Caribbean
Argentina,2008,97.64122009,1.437027029,22.06090038,9020.873323,18.341773,,118.5934601,93.23705292,6.5,9.7,188.106,Upper-middle income,74.952,28.11262348,40080159,Electoral Democracy,9.47,90.53,Latin America and Caribbean
Argentina,2009,97.90668488,1.539381926,19.56098506,8225.137583,14.49614185,,117.905983,96.61971283,7.8,9.8,178.949,Upper-middle income,75.116,34,40482786,Electoral Democracy,9.309,90.691,Latin America and Caribbean
Argentina,2010,98.82,1.311393961,18.93382341,10385.96443,16.03718986,,116.9757614,99.50125885,6.7,9.2,186.733,Upper-middle income,75.278,45,40788453,Electoral Democracy,9.151,90.849,Latin America and Caribbean
Argentina,2011,99.0802002,1.108688377,18.44920915,12848.8642,16.75694585,,115.6147308,101.5350037,6.2,8.5,190.274,Upper-middle income,75.439,51,41261490,Electoral Democracy,9.01,90.99,Latin America and Caribbean
Argentina,2012,99.22885895,1.126369132,16.23785946,13082.66433,14.28868291,,114.2271729,103.4764786,6.1,8.8,191.715,Upper-middle income,75.598,55.8,41733271,Electoral Democracy,8.879,91.121,Latin America and Caribbean
Argentina,2013,99.35622406,1.161542797,14.61717339,13080.25473,14.71675561,,112.0119476,105.0414124,6.1,8.5,190.152,Upper-middle income,75.756,59.9,42202935,Electoral Democracy,8.751,91.249,Latin America and Caribbean
Argentina,2014,100,1.279986673,14.40547859,12334.79825,14.00131506,,111.459671,106.0355606,6.5,8.4,188.697,High income,75.913,64.7,42669500,Electoral Democracy,8.623,91.377,Latin America and Caribbean
Argentina,2015,99.81168365,1.200385465,10.70565205,13789.06042,11.78057404,,111.3034134,106.9464722,,,192.366,Upper-middle income,76.068,68.04306411,43131966,Electoral Democracy,8.497,91.503,Latin America and Caribbean
Argentina,2016,99.95601654,1.326118216,12.52709517,12790.24247,13.56679268,,110.7391815,108.4623337,,,190.93,Upper-middle income,76.221,70.96898082,43590368,Electoral Democracy,8.373,91.627,Latin America and Caribbean
Argentina,2017,100,1.230307803,11.32028336,14613.04182,13.96931778,,109.7414627,108.7335968,7.5,9.5,187.416,Upper-middle income,76.372,74.29490687,44044811,Electoral Democracy,8.251,91.749,Latin America and Caribbean
Argentina,2018,100,1.572325947,14.61983125,11633.49801,16.55511029,,,,8.2,10.5,185.03,Upper-middle income,76.52,,44494502,Electoral Democracy,8.13,91.87,Latin America and Caribbean
Armenia,2000,98.9,3.26498556,22.16141881,622.7409229,50.07191142,-0.790883769,98.66372681,92.1519928,,,3.491,Low income,,,,Electoral Autocracy,35.334,,Northern Africa and Western Asia
Armenia,2001,100,3.149410402,24.1458544,694.4234554,45.718412,3.145904647,102.1300507,88.28202057,,,3.533,Low income,71.8,1.631094667,3050686,Electoral Autocracy,35.615,64.385,Northern Africa and Western Asia
Armenia,2002,98,2.494431536,27.83210837,783.241215,46.15239348,1.060049293,95.37493896,,,,3.077,Lower-middle income,72.112,1.960405046,3033976,Electoral Autocracy,35.764,64.236,Northern Africa and Western Asia
Armenia,2003,99.22579956,2.481296276,30.48299789,930.1254727,49.56836971,4.721553366,94.19893646,,,,3.456,Lower-middle income,72.348,4.575217225,3017938,Electoral Autocracy,35.863,64.137,Northern Africa and Western Asia
Armenia,2004,99.24093628,2.156349423,28.19074382,1191.921006,44.87989017,6.961261359,94.92137146,89.34573364,,,3.691,Lower-middle income,72.513,4.899008571,3000715,Electoral Autocracy,35.962,64.038,Northern Africa and Western Asia
Armenia,2005,99.8,1.978811954,27.31319795,1643.756889,42.82654063,0.638928002,95.44106293,92.05428314,,,4.376,Lower-middle income,72.626,5.252983352,2981262,Electoral Autocracy,36.062,63.938,Northern Africa and Western Asia
Armenia,2006,99.23873901,1.602727573,22.14598144,2158.148074,38.88415655,2.892356625,100.1557999,94.94132996,,,4.402,Lower-middle income,72.716,5.631787777,2958301,Electoral Autocracy,36.161,63.839,Northern Africa and Western Asia
Armenia,2007,99.23002625,1.339230938,18.18935698,3139.28071,38.7856901,4.407360896,113.2876205,96.42764282,9.9,9.8,5.1,Lower-middle income,72.815,6.021253397,2932615,Electoral Autocracy,36.261,63.739,Northern Africa and Western Asia
Armenia,2008,99.22450256,1.20392281,14.26572957,4010.861381,40.27659839,8.949953354,114.5186768,94.97048187,20.5,25.9,5.575,Lower-middle income,72.946,6.21,2907615,Electoral Autocracy,36.36,63.64,Northern Africa and Western Asia
Armenia,2009,99.22839355,1.336087621,14.67090075,2994.340471,42.603335,3.406766827,110.8467789,100.125618,17.3,19.7,4.363,Lower-middle income,73.118,15.3,2888094,Electoral Autocracy,36.46,63.54,Northern Africa and Western Asia
Armenia,2010,99.8,1.236673481,19.74841532,3218.378299,44.89456066,8.176361385,99.06498718,104.7133179,17,21.2,4.253,Lower-middle income,73.331,25,2877314,Electoral Autocracy,36.56,63.44,Northern Africa and Western Asia
Armenia,2011,99.60435486,1.395422006,22.52318826,3525.807198,46.9123854,7.650008079,98.4758606,93.13488007,17.3,19.6,4.969,Lower-middle income,73.572,32,2876536,Electoral Autocracy,36.66,63.34,Northern Africa and Western Asia
Armenia,2012,99.61703491,1.601700638,27.56181148,3681.844691,48.39986448,2.558020078,98.91773987,,16.5,18.2,5.748,Lower-middle income,73.82,37.5,2884239,Electoral Autocracy,36.76,63.24,Northern Africa and Western Asia
Armenia,2013,99.42,1.50473513,28.35348514,3838.17388,49.20156302,5.789667785,98.44946289,85.89755249,14.4,18.1,5.535,Lower-middle income,74.056,41.9,2897593,Electoral Autocracy,36.836,63.164,Northern Africa and Western Asia
Armenia,2014,99.71,1.533880532,28.56038166,3986.231624,47.21848531,2.981308689,96.86598969,85.88350677,15.7,19.4,5.56,Lower-middle income,74.273,54.62280586,2912403,Electoral Autocracy,36.888,63.112,Northern Africa and Western Asia
Armenia,2015,100,1.520816439,29.72539121,3607.289299,41.95668313,3.731691193,95.00364685,86.00588989,17.4,19.2,5.072,Lower-middle income,74.467,59.10083377,2925559,Electoral Autocracy,36.915,63.085,Northern Africa and Western Asia
Armenia,2016,99.8,1.716031745,33.74427986,3591.828052,42.3336876,-1.403607559,94.51789856,,17.7,17.5,5.159,Lower-middle income,74.64,64.34602977,2936147,Electoral Autocracy,36.918,63.082,Northern Africa and Western Asia
Armenia,2017,99.7,1.714483674,38.21604566,3914.527854,48.98633088,0.969553269,94.08351898,,17.9,17.5,5.485,Lower-middle income,74.797,64.74488433,2944789,Electoral Autocracy,36.897,63.103,Northern Africa and Western Asia
Armenia,2018,99.9,1.754915846,39.39289403,4220.540321,53.08021299,2.52023382,92.71524811,83.15068054,17.9,20.4,6.297,Lower-middle income,74.945,68.24505226,2951741,Electoral Autocracy,36.851,63.149,Northern Africa and Western Asia
Antigua and Barbuda,2000,97.45578003,0.818535284,98.60164934,10872.29295,74.76694156,0.771779797,127.5960007,79.66178131,,,0.293,Upper-middle income,,,,,67.873,,Latin America and Caribbean
Antigua and Barbuda,2001,97.60110474,0.871273417,97.09434137,10367.31961,75.34354324,1.402796636,,,8,8.8,0.297,Upper-middle income,74.171,8.899285515,77212,,68.26,31.74,Latin America and Caribbean
Antigua and Barbuda,2002,100,0.965558705,91.6942192,10401.05088,72.21113046,2.407658013,,,,,0.33,High income,74.395,12.5,78298,,68.902,31.098,Latin America and Caribbean
Antigua and Barbuda,2003,97.86569977,1.035271322,94.27964727,10797.95106,77.39580585,1.993530552,,,,,0.352,Upper-middle income,74.613,17.22864878,79311,,69.536,30.464,Latin America and Caribbean
Antigua and Barbuda,2004,97.98262787,1.062482073,101.3260741,11446.96914,79.83022386,2.030077579,,,,,0.366,Upper-middle income,74.821,24.26654372,80347,,70.163,29.837,Latin America and Caribbean
Antigua and Barbuda,2005,92.2,1.016230487,93.02679218,12557.54785,82.72266474,2.098751967,,,,,0.374,High income,75.019,27,81462,,70.782,29.218,Latin America and Caribbean
Antigua and Barbuda,2006,100,0.977587327,82.64095288,13995.80442,87.6254523,1.787785374,,,,,0.385,High income,75.204,30,82715,,71.394,28.606,Latin America and Caribbean
Antigua and Barbuda,2007,100,0.95727638,77.28138357,15622.69287,88.03340434,1.416052594,114.5785904,108.2447205,,,0.407,High income,75.376,34,84029,,71.998,28.002,Latin America and Caribbean
Antigua and Barbuda,2008,100,0.983088641,79.66338577,16044.1058,86.14588599,5.333806398,114.2038727,118.1270523,,,0.418,High income,75.535,38,85394,,72.595,27.405,Latin America and Caribbean
Antigua and Barbuda,2009,98.47905731,1.194730924,79.79822041,14160.562,71.28922445,-0.550159996,111.4890289,116.0428467,,,0.443,Upper-middle income,75.683,42,86743,,73.182,26.818,Latin America and Caribbean
Antigua and Barbuda,2010,98.60040283,1.335530027,79.58755308,13048.96058,73.25833712,3.370025402,112.2929611,112.7958298,,,0.454,Upper-middle income,75.823,47,88030,,73.762,26.238,Latin America and Caribbean
Antigua and Barbuda,2011,94.55201403,1.387642382,82.4971839,12746.63347,69.87843548,3.456749672,110.5734863,110.9229431,,,0.443,Upper-middle income,75.956,52,89250,,74.297,25.703,Latin America and Caribbean
Antigua and Barbuda,2012,100,1.403554318,79.01575994,13272.73494,72.51239251,3.376880443,108.0301819,109.5244293,,,0.458,High income,76.087,58,90407,,74.474,25.526,Latin America and Caribbean
Antigua and Barbuda,2013,100,1.482717536,80.59161544,12910.59063,75.61968833,1.059497824,,,,,0.462,High income,76.218,63.4,91510,,74.65,25.35,Latin America and Caribbean
Antigua and Barbuda,2014,100,1.494518824,82.20123997,13501.58092,73.95355454,1.089441574,106.0467072,106.9801331,,,0.462,High income,76.349,67.78,92562,,74.825,25.175,Latin America and Caribbean
Antigua and Barbuda,2015,100,1.516676052,76.03620877,14285.32978,63.75049528,0.968993459,104.9906235,108.2302322,,,0.48,High income,76.483,70,93571,,75,25,Latin America and Caribbean
Antigua and Barbuda,2016,100,1.494581342,72.61045999,15198.74297,64.26247428,-0.489437796,,,,,0.491,High income,76.617,73,94520,,75.154,24.846,Latin America and Caribbean
Antigua and Barbuda,2017,100,1.58959732,67.74130173,15383.5764,66.12956675,2.43248789,103.6689606,109.2086868,,,0.491,High income,76.752,,95425,,75.287,24.713,Latin America and Caribbean
Antigua and Barbuda,2018,99.99972534,1.669441778,64.54867407,16673.4369,70.56533555,1.207157934,105.0212708,111.1960373,,,0.506,High income,76.885,,96282,,75.401,24.599,Latin America and Caribbean
Australia,2000,100,1.517743955,19.43465944,21679.24784,21.59435174,4.457435148,100.7219315,,6.5,6.1,350.195,High income,,,,Liberal Democracy,15.765,,Oceania
